id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
9766,User9766,37,Female,91.59,Dessert,Mi Gacoan,165,12,The food was delicious and fresh!,Surabaya
9767,User9767,37,Female,55.74,Fast Food,McDonald's,185,0,"Unimpressed with the taste, won't return.",Bandung
9768,User9768,47,Male,39.93,Fast Food,Mi Gacoan,53,8,"Unimpressed with the taste, won't return.",Malang
9769,User9769,55,Female,30.18,Beverage,JCo,459,0,"Not worth the price, very disappointing.",Malang
9770,User9770,19,Female,87.43,Dessert,McDonald's,240,1,"Great food, definitely coming back.",Surabaya
9771,User9771,26,Female,44.14,Fast Food,Starbucks,453,17,The food was bland and tasteless.,Jakarta
9772,User9772,22,Female,74.05,Beverage,Burger King,437,10,"Great food, definitely coming back.",Jogja
9773,User9773,55,Female,48.47,Fast Food,Starbucks,390,2,"Excellent taste, worth every penny!",Bandung
9774,User9774,69,Male,11.75,Fast Food,McDonald's,109,6,"Unimpressed with the taste, won't return.",Bandung
9775,User9775,56,Male,99.16,Healthy,Mi Gacoan,286,14,"Poor quality, not worth the money.",Jogja
9776,User9776,43,Female,89.32,Healthy,Burger King,233,18,Very tasty and well-prepared.,Bandung
9777,User9777,43,Female,61.27,Beverage,Starbucks,362,13,"Amazing flavors, highly recommend!",Bandung
9778,User9778,55,Male,19.8,Fast Food,Burger King,382,19,"Terrible experience, food was awful.",Surabaya
9779,User9779,56,Female,36.5,Dessert,Mi Gacoan,429,17,"Great food, definitely coming back.",Jogja
9780,User9780,41,Male,38.68,Dessert,JCo,192,15,"Amazing flavors, highly recommend!",Bandung
9781,User9781,67,Female,12.67,Beverage,McDonald's,174,8,The food was bland and tasteless.,Surabaya
9782,User9782,31,Male,7.85,Healthy,McDonald's,167,12,"Poor quality, not worth the money.",Jakarta
9783,User9783,68,Female,73.96,Beverage,Burger King,218,15,"Poor quality, not worth the money.",Bandung
9784,User9784,50,Female,88.6,Dessert,McDonald's,344,3,"Excellent taste, worth every penny!",Bandung
9785,User9785,38,Female,50.62,Fast Food,Mi Gacoan,197,1,The food was delicious and fresh!,Bandung
9786,User9786,46,Male,6.84,Fast Food,KFC,489,11,"Unimpressed with the taste, won't return.",Jogja
9787,User9787,67,Female,87.08,Dessert,JCo,232,1,"Amazing flavors, highly recommend!",Jogja
9788,User9788,55,Female,81.75,Healthy,Starbucks,224,13,"Excellent taste, worth every penny!",Surabaya
9789,User9789,24,Male,83.1,Dessert,Mi Gacoan,306,10,"Great food, definitely coming back.",Jakarta
9790,User9790,69,Female,81.71,Beverage,Burger King,210,10,"Excellent taste, worth every penny!",Jakarta
9791,User9791,18,Female,90.06,Dessert,KFC,398,9,"Terrible experience, food was awful.",Jogja
9792,User9792,55,Female,25.53,Dessert,JCo,187,11,"Terrible experience, food was awful.",Bandung
9793,User9793,35,Female,86.9,Fast Food,Starbucks,172,1,"Great food, definitely coming back.",Jogja
9794,User9794,34,Male,86.21,Dessert,KFC,195,2,"Great food, definitely coming back.",Jogja
9795,User9795,39,Female,71.78,Beverage,Burger King,400,2,"Excellent taste, worth every penny!",Jogja
9796,User9796,27,Female,18.8,Beverage,KFC,406,8,"Terrible experience, food was awful.",Surabaya
9797,User9797,61,Male,72.52,Beverage,Mi Gacoan,121,0,"Poor quality, not worth the money.",Surabaya
9798,User9798,20,Female,76.56,Beverage,KFC,439,6,"Unimpressed with the taste, won't return.",Malang
9799,User9799,19,Male,86.82,Beverage,KFC,265,8,"Unimpressed with the taste, won't return.",Surabaya
9800,User9800,19,Male,55.16,Fast Food,Starbucks,245,6,"Unimpressed with the taste, won't return.",Malang
9801,User9801,57,Female,74.07,Fast Food,Starbucks,412,0,"Terrible experience, food was awful.",Bandung
9802,User9802,40,Female,79.56,Healthy,Burger King,410,18,Very tasty and well-prepared.,Malang
9803,User9803,38,Female,66.93,Healthy,KFC,476,1,"Great food, definitely coming back.",Malang
9804,User9804,28,Male,32.07,Healthy,JCo,258,17,"Unimpressed with the taste, won't return.",Jakarta
9805,User9805,62,Male,77.84,Healthy,Starbucks,277,13,"Excellent taste, worth every penny!",Jakarta
9806,User9806,27,Male,17.32,Fast Food,JCo,96,16,"Not worth the price, very disappointing.",Jakarta
9807,User9807,22,Female,62.39,Fast Food,Starbucks,238,6,"Amazing flavors, highly recommend!",Jakarta
9808,User9808,63,Female,87.94,Fast Food,KFC,175,6,The food was bland and tasteless.,Malang
9809,User9809,41,Male,12.07,Dessert,JCo,25,13,"Amazing flavors, highly recommend!",Malang
9810,User9810,66,Male,42.77,Dessert,Starbucks,89,6,Very tasty and well-prepared.,Jakarta
9811,User9811,26,Female,12.2,Dessert,McDonald's,224,1,Very tasty and well-prepared.,Jakarta
9812,User9812,34,Male,72.76,Beverage,KFC,448,3,"Not worth the price, very disappointing.",Bandung
9813,User9813,52,Female,44.74,Dessert,Mi Gacoan,418,18,Very tasty and well-prepared.,Jakarta
9814,User9814,63,Female,15.35,Dessert,Burger King,76,10,"Unimpressed with the taste, won't return.",Jogja
9815,User9815,48,Male,66.68,Beverage,Mi Gacoan,140,12,The food was delicious and fresh!,Jogja
9816,User9816,26,Male,85.55,Healthy,Mi Gacoan,353,6,"Unimpressed with the taste, won't return.",Jogja
9817,User9817,53,Male,51.25,Beverage,Starbucks,72,6,"Not worth the price, very disappointing.",Jakarta
9818,User9818,46,Male,81.13,Fast Food,JCo,426,1,"Poor quality, not worth the money.",Jogja
9819,User9819,41,Male,81.17,Healthy,Mi Gacoan,329,9,"Great food, definitely coming back.",Jakarta
9820,User9820,23,Male,58.98,Dessert,Starbucks,378,0,"Unimpressed with the taste, won't return.",Surabaya
9821,User9821,53,Male,83.11,Beverage,Burger King,361,15,"Terrible experience, food was awful.",Jogja
9822,User9822,46,Female,23.91,Beverage,KFC,79,10,"Terrible experience, food was awful.",Surabaya
9823,User9823,30,Male,33.5,Healthy,Starbucks,129,10,"Unimpressed with the taste, won't return.",Jogja
9824,User9824,54,Male,71.51,Fast Food,Mi Gacoan,89,15,Very tasty and well-prepared.,Malang
9825,User9825,44,Male,53.87,Fast Food,KFC,109,0,"Unimpressed with the taste, won't return.",Malang
9826,User9826,38,Female,48.5,Beverage,McDonald's,233,11,"Excellent taste, worth every penny!",Jakarta
9827,User9827,53,Female,49.06,Beverage,Burger King,18,10,"Poor quality, not worth the money.",Surabaya
9828,User9828,41,Female,28.18,Dessert,JCo,215,4,Very tasty and well-prepared.,Jakarta
9829,User9829,20,Male,38.61,Dessert,JCo,454,5,"Excellent taste, worth every penny!",Jakarta
9830,User9830,28,Male,55.84,Fast Food,McDonald's,458,12,"Terrible experience, food was awful.",Jogja
9831,User9831,22,Female,69.48,Healthy,McDonald's,0,11,"Poor quality, not worth the money.",Bandung
9832,User9832,67,Female,31.38,Beverage,KFC,172,0,"Not worth the price, very disappointing.",Surabaya
9833,User9833,53,Male,80.56,Dessert,Burger King,143,14,The food was bland and tasteless.,Surabaya
9834,User9834,53,Male,96.11,Healthy,Starbucks,318,12,"Great food, definitely coming back.",Bandung
9835,User9835,69,Male,42.19,Fast Food,Starbucks,422,13,The food was bland and tasteless.,Jakarta
9836,User9836,36,Female,30.77,Healthy,Mi Gacoan,414,16,"Great food, definitely coming back.",Jakarta
9837,User9837,36,Female,77.6,Dessert,Mi Gacoan,37,10,"Unimpressed with the taste, won't return.",Jakarta
9838,User9838,44,Female,91.68,Dessert,Starbucks,417,15,Very tasty and well-prepared.,Jakarta
9839,User9839,60,Female,27.35,Beverage,McDonald's,163,4,"Poor quality, not worth the money.",Jakarta
9840,User9840,51,Male,29.23,Healthy,Starbucks,63,10,The food was bland and tasteless.,Bandung
9841,User9841,57,Male,96.03,Dessert,Mi Gacoan,437,13,The food was delicious and fresh!,Surabaya
9842,User9842,37,Female,82.78,Fast Food,Mi Gacoan,395,0,"Great food, definitely coming back.",Malang
9843,User9843,37,Female,99.41,Healthy,Burger King,203,1,"Not worth the price, very disappointing.",Surabaya
9844,User9844,22,Female,94.04,Dessert,Burger King,82,6,The food was delicious and fresh!,Jakarta
9845,User9845,32,Male,43.62,Fast Food,Mi Gacoan,3,9,"Excellent taste, worth every penny!",Surabaya
9846,User9846,29,Male,12.25,Healthy,Burger King,259,16,The food was bland and tasteless.,Jakarta
9847,User9847,55,Male,91.87,Healthy,McDonald's,420,7,"Amazing flavors, highly recommend!",Jogja
9848,User9848,39,Male,66.22,Beverage,KFC,294,15,Very tasty and well-prepared.,Surabaya
9849,User9849,23,Female,27.64,Beverage,JCo,392,17,Very tasty and well-prepared.,Bandung
9850,User9850,59,Female,88.65,Healthy,Mi Gacoan,385,8,"Terrible experience, food was awful.",Jakarta
9851,User9851,32,Male,55.06,Healthy,KFC,234,2,The food was bland and tasteless.,Jakarta
9852,User9852,24,Female,79.1,Healthy,KFC,38,5,"Terrible experience, food was awful.",Surabaya
9853,User9853,32,Male,66.0,Beverage,Mi Gacoan,361,9,"Great food, definitely coming back.",Jogja
9854,User9854,24,Female,51.12,Beverage,Burger King,66,3,"Terrible experience, food was awful.",Surabaya
9855,User9855,28,Male,22.61,Fast Food,McDonald's,92,7,"Poor quality, not worth the money.",Jakarta
9856,User9856,35,Female,41.33,Fast Food,Burger King,78,8,"Great food, definitely coming back.",Jogja
9857,User9857,63,Female,15.7,Beverage,Mi Gacoan,414,10,"Not worth the price, very disappointing.",Malang
9858,User9858,41,Male,17.15,Healthy,McDonald's,335,18,The food was delicious and fresh!,Bandung
9859,User9859,20,Female,19.11,Beverage,Mi Gacoan,465,7,"Excellent taste, worth every penny!",Malang
9860,User9860,40,Male,47.43,Healthy,JCo,417,19,"Unimpressed with the taste, won't return.",Malang
9861,User9861,36,Female,63.21,Fast Food,Burger King,477,13,Very tasty and well-prepared.,Bandung
9862,User9862,34,Male,98.24,Beverage,McDonald's,462,19,"Unimpressed with the taste, won't return.",Surabaya
9863,User9863,66,Female,87.97,Beverage,Burger King,2,2,"Not worth the price, very disappointing.",Jakarta
9864,User9864,20,Male,51.97,Fast Food,JCo,315,4,"Terrible experience, food was awful.",Jogja
9865,User9865,26,Female,64.42,Healthy,McDonald's,482,1,"Not worth the price, very disappointing.",Jakarta
9866,User9866,39,Male,61.66,Fast Food,Mi Gacoan,78,18,"Terrible experience, food was awful.",Surabaya
9867,User9867,53,Male,58.5,Dessert,JCo,492,11,"Great food, definitely coming back.",Bandung
9868,User9868,29,Male,64.7,Fast Food,McDonald's,87,13,"Not worth the price, very disappointing.",Jakarta
9869,User9869,59,Female,24.91,Beverage,Starbucks,333,0,"Not worth the price, very disappointing.",Malang
9870,User9870,33,Male,99.25,Healthy,Mi Gacoan,67,8,"Excellent taste, worth every penny!",Malang
9871,User9871,69,Male,57.21,Healthy,Mi Gacoan,431,18,"Poor quality, not worth the money.",Jakarta
9872,User9872,38,Male,20.54,Fast Food,McDonald's,186,12,"Unimpressed with the taste, won't return.",Bandung
9873,User9873,40,Female,65.61,Dessert,JCo,404,4,Very tasty and well-prepared.,Malang
9874,User9874,55,Female,65.42,Dessert,Starbucks,3,14,"Unimpressed with the taste, won't return.",Bandung
9875,User9875,43,Male,27.59,Beverage,Starbucks,455,4,"Great food, definitely coming back.",Jakarta
9876,User9876,25,Female,26.06,Healthy,Burger King,263,2,"Excellent taste, worth every penny!",Jakarta
9877,User9877,42,Female,94.94,Beverage,Mi Gacoan,53,18,"Amazing flavors, highly recommend!",Jakarta
9878,User9878,62,Male,74.57,Dessert,Mi Gacoan,319,0,"Excellent taste, worth every penny!",Malang
9879,User9879,61,Male,41.35,Beverage,Burger King,319,6,The food was bland and tasteless.,Malang
9880,User9880,33,Male,86.25,Beverage,McDonald's,19,7,"Unimpressed with the taste, won't return.",Jogja
9881,User9881,65,Female,43.84,Fast Food,JCo,166,17,Very tasty and well-prepared.,Surabaya
9882,User9882,29,Female,25.94,Dessert,Mi Gacoan,258,2,"Not worth the price, very disappointing.",Surabaya
9883,User9883,41,Male,5.91,Beverage,McDonald's,89,3,"Unimpressed with the taste, won't return.",Jakarta
9884,User9884,60,Male,19.21,Beverage,JCo,473,15,"Poor quality, not worth the money.",Malang
9885,User9885,43,Male,40.29,Dessert,KFC,219,0,"Unimpressed with the taste, won't return.",Bandung
9886,User9886,50,Male,36.64,Healthy,Burger King,6,19,"Not worth the price, very disappointing.",Jakarta
9887,User9887,41,Male,54.35,Dessert,Starbucks,184,7,Very tasty and well-prepared.,Surabaya
9888,User9888,57,Female,51.99,Beverage,Burger King,252,17,"Excellent taste, worth every penny!",Bandung
9889,User9889,64,Male,5.75,Beverage,KFC,424,7,"Great food, definitely coming back.",Jogja
9890,User9890,36,Male,30.85,Beverage,Mi Gacoan,142,17,"Poor quality, not worth the money.",Surabaya
9891,User9891,63,Female,29.49,Fast Food,McDonald's,489,15,"Unimpressed with the taste, won't return.",Jogja
9892,User9892,63,Female,56.1,Fast Food,Mi Gacoan,322,12,The food was delicious and fresh!,Surabaya
9893,User9893,53,Female,52.02,Fast Food,Burger King,14,18,The food was bland and tasteless.,Malang
9894,User9894,51,Male,47.89,Fast Food,McDonald's,150,18,"Unimpressed with the taste, won't return.",Bandung
9895,User9895,67,Male,33.05,Healthy,JCo,172,11,"Amazing flavors, highly recommend!",Malang
9896,User9896,62,Female,63.74,Dessert,Burger King,172,9,"Amazing flavors, highly recommend!",Bandung
9897,User9897,29,Female,20.61,Dessert,McDonald's,355,7,"Not worth the price, very disappointing.",Jakarta
9898,User9898,61,Male,9.38,Healthy,Burger King,208,4,"Great food, definitely coming back.",Jogja
9899,User9899,52,Male,62.92,Beverage,Mi Gacoan,238,12,The food was delicious and fresh!,Malang
9900,User9900,45,Male,20.43,Fast Food,Burger King,250,8,"Terrible experience, food was awful.",Surabaya
9901,User9901,32,Male,15.15,Fast Food,Burger King,492,15,"Great food, definitely coming back.",Jakarta
9902,User9902,21,Female,5.81,Healthy,JCo,233,9,The food was delicious and fresh!,Bandung
9903,User9903,26,Male,87.81,Beverage,KFC,479,19,"Unimpressed with the taste, won't return.",Bandung
9904,User9904,19,Male,49.67,Fast Food,Starbucks,199,18,"Excellent taste, worth every penny!",Bandung
9905,User9905,26,Male,97.93,Healthy,KFC,317,13,"Great food, definitely coming back.",Surabaya
9906,User9906,33,Male,33.95,Healthy,JCo,488,19,The food was delicious and fresh!,Jogja
9907,User9907,31,Female,40.99,Fast Food,McDonald's,95,18,"Amazing flavors, highly recommend!",Jogja
9908,User9908,63,Male,95.78,Fast Food,Mi Gacoan,44,0,"Terrible experience, food was awful.",Jakarta
9909,User9909,20,Male,95.6,Fast Food,JCo,288,0,Very tasty and well-prepared.,Jogja
9910,User9910,26,Female,67.31,Dessert,Burger King,77,1,"Amazing flavors, highly recommend!",Surabaya
9911,User9911,58,Male,20.16,Fast Food,Starbucks,334,0,"Unimpressed with the taste, won't return.",Malang
9912,User9912,37,Male,19.58,Fast Food,McDonald's,13,2,"Unimpressed with the taste, won't return.",Bandung
9913,User9913,30,Female,29.84,Healthy,Burger King,468,16,"Unimpressed with the taste, won't return.",Bandung
9914,User9914,36,Male,32.04,Healthy,JCo,341,9,"Great food, definitely coming back.",Bandung
9915,User9915,66,Male,46.67,Beverage,JCo,371,4,The food was bland and tasteless.,Jogja
9916,User9916,45,Female,56.44,Beverage,Mi Gacoan,137,16,"Amazing flavors, highly recommend!",Surabaya
9917,User9917,45,Female,77.53,Dessert,Starbucks,109,0,"Excellent taste, worth every penny!",Jogja
9918,User9918,39,Male,57.89,Fast Food,Starbucks,235,14,"Amazing flavors, highly recommend!",Surabaya
9919,User9919,34,Female,32.67,Beverage,JCo,344,4,Very tasty and well-prepared.,Surabaya
9920,User9920,56,Male,69.09,Dessert,Starbucks,217,17,"Not worth the price, very disappointing.",Surabaya
9921,User9921,22,Male,70.34,Healthy,KFC,459,16,"Excellent taste, worth every penny!",Surabaya
9922,User9922,49,Female,29.17,Fast Food,Mi Gacoan,317,14,"Terrible experience, food was awful.",Surabaya
9923,User9923,41,Male,21.41,Beverage,Burger King,436,9,The food was delicious and fresh!,Bandung
9924,User9924,63,Male,59.67,Beverage,Mi Gacoan,176,13,"Amazing flavors, highly recommend!",Malang
9925,User9925,53,Female,68.31,Healthy,Starbucks,355,0,"Excellent taste, worth every penny!",Surabaya
9926,User9926,33,Male,9.6,Beverage,JCo,60,6,"Poor quality, not worth the money.",Malang
9927,User9927,35,Male,77.15,Fast Food,JCo,36,13,"Not worth the price, very disappointing.",Jakarta
9928,User9928,62,Female,81.66,Dessert,Mi Gacoan,183,18,"Great food, definitely coming back.",Jogja
9929,User9929,29,Male,33.67,Beverage,Starbucks,42,18,The food was delicious and fresh!,Malang
9930,User9930,51,Male,30.13,Dessert,Mi Gacoan,206,2,The food was bland and tasteless.,Bandung
9931,User9931,39,Male,22.28,Fast Food,Burger King,62,13,"Amazing flavors, highly recommend!",Surabaya
9932,User9932,42,Male,82.37,Beverage,McDonald's,297,18,The food was delicious and fresh!,Surabaya
9933,User9933,32,Female,57.51,Beverage,Starbucks,48,9,"Amazing flavors, highly recommend!",Surabaya
9934,User9934,35,Male,75.63,Dessert,Mi Gacoan,246,0,"Poor quality, not worth the money.",Jogja
9935,User9935,54,Female,79.14,Healthy,JCo,15,4,"Excellent taste, worth every penny!",Bandung
9936,User9936,47,Male,47.81,Healthy,Burger King,187,19,"Amazing flavors, highly recommend!",Bandung
9937,User9937,49,Male,26.59,Beverage,JCo,460,4,"Poor quality, not worth the money.",Jakarta
9938,User9938,63,Female,27.33,Healthy,McDonald's,179,16,The food was delicious and fresh!,Jogja
9939,User9939,60,Male,95.87,Fast Food,KFC,197,4,"Not worth the price, very disappointing.",Malang
9940,User9940,23,Female,39.96,Healthy,JCo,469,3,The food was bland and tasteless.,Surabaya
9941,User9941,55,Female,24.64,Beverage,JCo,424,8,"Great food, definitely coming back.",Jakarta
9942,User9942,20,Female,95.11,Beverage,Starbucks,41,17,Very tasty and well-prepared.,Bandung
9943,User9943,47,Male,91.83,Fast Food,Starbucks,214,1,"Great food, definitely coming back.",Malang
9944,User9944,49,Female,11.01,Beverage,Mi Gacoan,491,7,The food was bland and tasteless.,Malang
9945,User9945,52,Male,40.45,Fast Food,JCo,0,15,The food was bland and tasteless.,Surabaya
9946,User9946,21,Male,74.82,Fast Food,Mi Gacoan,103,18,Very tasty and well-prepared.,Jogja
9947,User9947,30,Female,65.2,Fast Food,JCo,55,17,"Amazing flavors, highly recommend!",Jakarta
9948,User9948,53,Female,16.72,Healthy,McDonald's,456,7,The food was bland and tasteless.,Bandung
