id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
9222,User9222,28,Male,Bandung,Surabaya,54.72,Healthy,Chick-fil-A,39,30,6
9223,User9223,59,Female,Jakarta,Surabaya,21.23,Dessert,Five Guys,41,188,12
9224,User9224,30,Male,Surabaya,Bandung,42.13,Dessert,Five Guys,17,490,5
9225,User9225,44,Female,Jakarta,Surabaya,80.79,Dessert,McDonald's,38,479,4
9226,User9226,28,Female,Jakarta,Surabaya,14.29,Beverage,Chick-fil-A,43,324,4
9227,User9227,54,Female,Surabaya,Bandung,16.43,Healthy,KFC,59,334,10
9228,User9228,55,Male,Surabaya,Bandung,60.7,Healthy,Chipotle,44,71,18
9229,User9229,50,Female,Bandung,Surabaya,78.39,Beverage,Chipotle,44,357,0
9230,User9230,23,Male,Bandung,Surabaya,29.67,Healthy,Sonic Drive-In,16,384,0
9231,User9231,27,Female,Jakarta,Surabaya,9.41,Beverage,Little Caesars,40,161,4
9232,User9232,44,Female,Jakarta,Jakarta,78.97,Fast Food,Popeyes,35,491,3
9233,User9233,61,Male,Bandung,Jakarta,11.59,Beverage,Taco Bell,24,82,7
9234,User9234,56,Male,Surabaya,Surabaya,96.72,Healthy,Chipotle,57,481,3
9235,User9235,42,Female,Surabaya,Bandung,95.34,Dessert,Pizza Hut,34,2,2
9236,User9236,22,Male,Jakarta,Jakarta,10.28,Dessert,Pizza Hut,19,197,15
9237,User9237,28,Male,Surabaya,Jakarta,31.47,Healthy,Starbucks,39,238,7
9238,User9238,48,Male,Jakarta,Surabaya,67.17,Dessert,McDonald's,40,239,16
9239,User9239,43,Male,Jakarta,Jakarta,70.32,Fast Food,Subway,33,58,15
9240,User9240,65,Male,Bandung,Surabaya,59.34,Dessert,Starbucks,57,383,6
9241,User9241,50,Male,Bandung,Bandung,9.41,Fast Food,Sonic Drive-In,30,108,8
9242,User9242,45,Female,Jakarta,Jakarta,50.37,Dessert,Popeyes,21,278,15
9243,User9243,43,Female,Bandung,Surabaya,51.91,Beverage,Jack in the Box,30,336,7
9244,User9244,45,Male,Surabaya,Jakarta,80.8,Beverage,Jack in the Box,38,230,17
9245,User9245,20,Male,Jakarta,Surabaya,45.55,Dessert,Starbucks,49,329,14
9246,User9246,32,Male,Surabaya,Bandung,67.08,Dessert,Starbucks,24,78,11
9247,User9247,61,Female,Bandung,Bandung,12.23,Beverage,Jack in the Box,59,448,13
9248,User9248,19,Female,Bandung,Bandung,68.13,Healthy,Chipotle,30,407,0
9249,User9249,19,Male,Jakarta,Bandung,31.94,Beverage,Five Guys,25,215,15
9250,User9250,26,Male,Bandung,Surabaya,13.48,Dessert,Taco Bell,40,107,4
9251,User9251,57,Male,Bandung,Bandung,62.9,Dessert,Arby's,28,185,13
9252,User9252,45,Female,Jakarta,Jakarta,6.69,Healthy,Popeyes,37,408,17
9253,User9253,26,Female,Bandung,Bandung,8.19,Healthy,Burger King,18,226,17
9254,User9254,39,Male,Bandung,Jakarta,42.16,Healthy,Dunkin' Donuts,21,344,19
9255,User9255,19,Female,Bandung,Bandung,82.86,Beverage,Pizza Hut,28,279,2
9256,User9256,22,Male,Bandung,Surabaya,29.22,Beverage,Burger King,54,483,12
9257,User9257,35,Female,Surabaya,Surabaya,35.16,Healthy,Little Caesars,34,475,8
9258,User9258,21,Male,Surabaya,Bandung,40.59,Fast Food,Jack in the Box,44,122,12
9259,User9259,48,Male,Jakarta,Surabaya,50.25,Fast Food,Domino's Pizza,43,43,0
9260,User9260,62,Male,Surabaya,Bandung,68.75,Dessert,Domino's Pizza,31,407,10
9261,User9261,68,Male,Surabaya,Jakarta,86.36,Fast Food,Subway,27,478,0
9262,User9262,41,Female,Bandung,Surabaya,94.16,Healthy,Popeyes,28,406,4
9263,User9263,34,Male,Jakarta,Surabaya,63.03,Fast Food,Panera Bread,54,223,11
9264,User9264,43,Female,Bandung,Jakarta,30.23,Beverage,Subway,42,337,18
9265,User9265,45,Female,Bandung,Jakarta,67.2,Dessert,Panera Bread,40,106,15
9266,User9266,33,Male,Jakarta,Surabaya,63.59,Dessert,Five Guys,53,146,2
9267,User9267,42,Female,Surabaya,Bandung,23.1,Healthy,Five Guys,58,462,9
9268,User9268,19,Female,Jakarta,Bandung,5.28,Fast Food,Wendy's,38,60,5
9269,User9269,69,Female,Bandung,Surabaya,47.38,Fast Food,Arby's,46,496,4
9270,User9270,28,Male,Bandung,Surabaya,19.6,Fast Food,Little Caesars,33,119,5
9271,User9271,27,Male,Surabaya,Bandung,30.91,Dessert,Starbucks,45,408,1
9272,User9272,63,Male,Surabaya,Jakarta,75.76,Dessert,Jack in the Box,52,399,18
9273,User9273,27,Female,Surabaya,Surabaya,29.47,Beverage,Taco Bell,47,436,1
9274,User9274,19,Male,Jakarta,Bandung,40.54,Fast Food,Burger King,36,189,1
9275,User9275,28,Female,Bandung,Bandung,41.2,Dessert,Panera Bread,15,433,4
9276,User9276,59,Female,Surabaya,Bandung,11.45,Beverage,KFC,48,11,17
9277,User9277,60,Female,Jakarta,Bandung,85.63,Healthy,Popeyes,53,410,3
9278,User9278,47,Male,Jakarta,Bandung,84.62,Healthy,Domino's Pizza,55,311,0
9279,User9279,36,Male,Jakarta,Bandung,71.23,Fast Food,Dunkin' Donuts,35,390,18
9280,User9280,30,Male,Surabaya,Bandung,21.36,Dessert,Popeyes,30,372,11
9281,User9281,18,Female,Jakarta,Surabaya,22.84,Beverage,Panera Bread,42,332,4
9282,User9282,47,Female,Bandung,Surabaya,24.72,Fast Food,Starbucks,54,478,2
9283,User9283,20,Female,Bandung,Surabaya,33.79,Beverage,Dunkin' Donuts,27,278,0
9284,User9284,23,Male,Surabaya,Bandung,94.98,Dessert,Five Guys,38,26,18
9285,User9285,34,Male,Surabaya,Bandung,72.01,Healthy,Popeyes,23,56,4
9286,User9286,32,Female,Jakarta,Bandung,85.41,Healthy,Jack in the Box,43,182,5
9287,User9287,28,Female,Surabaya,Jakarta,10.03,Beverage,Subway,30,300,1
9288,User9288,22,Male,Surabaya,Bandung,32.1,Healthy,Wendy's,27,175,4
9289,User9289,24,Female,Surabaya,Jakarta,21.39,Dessert,Wendy's,27,428,13
9290,User9290,62,Female,Jakarta,Bandung,92.58,Healthy,Sonic Drive-In,37,222,3
9291,User9291,41,Female,Surabaya,Jakarta,49.81,Fast Food,Panda Express,22,451,3
9292,User9292,39,Female,Surabaya,Jakarta,48.03,Dessert,Little Caesars,52,272,9
9293,User9293,22,Female,Bandung,Bandung,7.6,Healthy,Little Caesars,37,369,13
9294,User9294,58,Female,Jakarta,Surabaya,89.19,Healthy,McDonald's,24,107,1
9295,User9295,19,Male,Surabaya,Jakarta,47.03,Healthy,Pizza Hut,34,242,15
9296,User9296,33,Male,Jakarta,Bandung,37.91,Beverage,Five Guys,36,3,15
9297,User9297,31,Female,Bandung,Bandung,90.63,Beverage,Panera Bread,53,311,7
9298,User9298,61,Female,Jakarta,Bandung,92.26,Fast Food,Dunkin' Donuts,52,33,1
9299,User9299,68,Male,Jakarta,Jakarta,97.86,Dessert,Sonic Drive-In,54,86,0
9300,User9300,59,Female,Surabaya,Surabaya,31.37,Dessert,Panera Bread,20,281,12
9301,User9301,66,Female,Surabaya,Jakarta,30.81,Healthy,Domino's Pizza,20,202,1
9302,User9302,48,Male,Bandung,Surabaya,60.19,Beverage,Little Caesars,58,39,18
9303,User9303,58,Female,Bandung,Jakarta,84.81,Fast Food,Dunkin' Donuts,28,219,12
9304,User9304,53,Female,Jakarta,Jakarta,27.19,Fast Food,Taco Bell,45,275,12
9305,User9305,31,Male,Bandung,Jakarta,62.68,Beverage,Domino's Pizza,44,60,11
9306,User9306,45,Male,Jakarta,Bandung,78.67,Fast Food,Popeyes,55,364,5
9307,User9307,57,Male,Jakarta,Jakarta,50.98,Healthy,KFC,19,129,2
9308,User9308,30,Female,Bandung,Bandung,38.19,Beverage,Wendy's,40,460,8
9309,User9309,59,Female,Jakarta,Jakarta,42.17,Beverage,Dunkin' Donuts,48,219,14
9310,User9310,24,Female,Surabaya,Jakarta,8.91,Fast Food,Panda Express,53,69,19
9311,User9311,58,Female,Bandung,Bandung,75.12,Beverage,Little Caesars,25,416,12
9312,User9312,35,Female,Bandung,Jakarta,28.1,Fast Food,Wendy's,18,421,13
9313,User9313,55,Male,Bandung,Surabaya,89.37,Fast Food,Sonic Drive-In,20,237,16
9314,User9314,20,Male,Jakarta,Jakarta,61.2,Fast Food,Burger King,47,259,7
9315,User9315,60,Male,Jakarta,Jakarta,44.22,Healthy,Popeyes,17,293,9
9316,User9316,21,Male,Surabaya,Jakarta,88.02,Fast Food,Chipotle,55,434,13
9317,User9317,62,Female,Bandung,Surabaya,95.41,Healthy,Taco Bell,37,485,9
9318,User9318,60,Female,Bandung,Bandung,87.19,Fast Food,Jack in the Box,45,363,8
9319,User9319,30,Female,Jakarta,Surabaya,72.16,Beverage,Panda Express,58,153,14
9320,User9320,42,Male,Jakarta,Bandung,88.1,Healthy,Burger King,48,229,2
9321,User9321,64,Male,Jakarta,Bandung,40.23,Beverage,Popeyes,47,297,9
9322,User9322,31,Male,Surabaya,Bandung,57.89,Dessert,Five Guys,29,335,15
9323,User9323,21,Female,Surabaya,Jakarta,27.67,Healthy,Wendy's,51,433,15
9324,User9324,59,Male,Bandung,Surabaya,57.53,Dessert,Panda Express,36,396,5
9325,User9325,36,Male,Jakarta,Bandung,28.17,Fast Food,Panda Express,46,225,13
9326,User9326,39,Female,Bandung,Bandung,90.18,Healthy,Wendy's,27,428,13
9327,User9327,57,Male,Jakarta,Jakarta,49.72,Healthy,Starbucks,40,487,3
9328,User9328,55,Male,Jakarta,Jakarta,44.33,Healthy,Starbucks,43,307,7
9329,User9329,45,Female,Jakarta,Jakarta,91.77,Healthy,Chipotle,40,324,1
9330,User9330,31,Female,Surabaya,Jakarta,31.85,Dessert,Domino's Pizza,20,346,9
9331,User9331,41,Female,Surabaya,Bandung,46.88,Fast Food,Panera Bread,47,396,9
9332,User9332,32,Female,Bandung,Surabaya,85.57,Fast Food,Taco Bell,26,374,17
9333,User9333,35,Male,Surabaya,Surabaya,32.41,Dessert,Chick-fil-A,35,155,7
9334,User9334,42,Male,Surabaya,Jakarta,95.76,Beverage,Dunkin' Donuts,38,27,7
9335,User9335,52,Female,Surabaya,Jakarta,69.28,Fast Food,Subway,57,42,15
9336,User9336,32,Male,Bandung,Surabaya,32.57,Beverage,Panera Bread,41,457,17
9337,User9337,22,Male,Surabaya,Bandung,92.11,Beverage,Subway,41,59,4
9338,User9338,48,Male,Surabaya,Surabaya,48.17,Dessert,Pizza Hut,18,162,1
9339,User9339,46,Female,Jakarta,Bandung,29.63,Dessert,KFC,41,310,10
9340,User9340,52,Male,Jakarta,Jakarta,23.75,Fast Food,Popeyes,58,37,18
9341,User9341,35,Female,Jakarta,Surabaya,43.04,Beverage,Sonic Drive-In,36,406,7
9342,User9342,51,Male,Jakarta,Bandung,41.48,Dessert,Five Guys,30,373,0
9343,User9343,28,Male,Surabaya,Jakarta,65.36,Fast Food,Jack in the Box,52,365,11
9344,User9344,52,Male,Bandung,Surabaya,90.84,Beverage,McDonald's,42,220,12
9345,User9345,39,Male,Surabaya,Bandung,34.93,Healthy,Subway,16,462,11
9346,User9346,35,Female,Surabaya,Jakarta,41.37,Healthy,Five Guys,30,138,5
9347,User9347,22,Female,Surabaya,Jakarta,24.01,Dessert,Taco Bell,40,281,18
9348,User9348,32,Male,Jakarta,Surabaya,55.72,Healthy,Arby's,28,462,6
9349,User9349,50,Female,Surabaya,Bandung,29.84,Healthy,Five Guys,49,363,1
9350,User9350,54,Male,Jakarta,Bandung,86.31,Dessert,McDonald's,32,488,3
9351,User9351,61,Male,Bandung,Jakarta,85.84,Fast Food,Wendy's,21,314,2
9352,User9352,42,Male,Bandung,Jakarta,23.38,Healthy,Dunkin' Donuts,39,13,8
9353,User9353,50,Female,Surabaya,Bandung,48.37,Dessert,Jack in the Box,36,92,10
9354,User9354,28,Female,Surabaya,Jakarta,62.06,Healthy,Dunkin' Donuts,46,263,16
9355,User9355,22,Male,Surabaya,Bandung,70.44,Healthy,Burger King,35,337,10
9356,User9356,64,Male,Bandung,Bandung,75.76,Healthy,Taco Bell,47,238,5
9357,User9357,18,Female,Jakarta,Jakarta,17.82,Dessert,Taco Bell,30,352,0
9358,User9358,34,Male,Bandung,Bandung,98.5,Dessert,Sonic Drive-In,25,461,6
9359,User9359,52,Male,Bandung,Bandung,98.35,Dessert,McDonald's,43,386,8
9360,User9360,35,Male,Bandung,Jakarta,98.31,Dessert,Sonic Drive-In,31,2,12
9361,User9361,53,Male,Bandung,Jakarta,24.82,Fast Food,Arby's,56,484,4
9362,User9362,26,Male,Jakarta,Surabaya,29.63,Dessert,Chipotle,25,395,2
9363,User9363,47,Male,Bandung,Jakarta,9.78,Fast Food,Five Guys,47,37,17
9364,User9364,31,Male,Bandung,Jakarta,78.95,Dessert,Chick-fil-A,28,245,1
9365,User9365,45,Female,Jakarta,Surabaya,70.33,Fast Food,Wendy's,26,60,13
9366,User9366,27,Male,Bandung,Jakarta,52.88,Beverage,Burger King,24,62,1
9367,User9367,67,Female,Jakarta,Bandung,61.24,Fast Food,Five Guys,17,385,8
9368,User9368,55,Male,Jakarta,Jakarta,87.87,Healthy,Burger King,55,220,19
9369,User9369,55,Female,Bandung,Surabaya,69.34,Dessert,Panda Express,19,414,10
9370,User9370,39,Female,Surabaya,Jakarta,66.3,Dessert,Starbucks,24,176,9
9371,User9371,39,Male,Jakarta,Surabaya,74.3,Beverage,Wendy's,36,465,7
9372,User9372,62,Female,Surabaya,Bandung,56.92,Beverage,Popeyes,49,427,8
9373,User9373,61,Male,Jakarta,Jakarta,76.28,Beverage,Domino's Pizza,57,369,8
9374,User9374,53,Female,Bandung,Surabaya,67.42,Fast Food,Domino's Pizza,58,88,1
9375,User9375,58,Male,Bandung,Surabaya,43.7,Dessert,Little Caesars,41,147,13
9376,User9376,46,Female,Bandung,Surabaya,14.2,Dessert,Pizza Hut,35,359,7
9377,User9377,63,Female,Bandung,Bandung,21.29,Dessert,Subway,49,386,10
9378,User9378,28,Female,Bandung,Bandung,55.43,Healthy,Dunkin' Donuts,57,437,15
9379,User9379,42,Female,Jakarta,Surabaya,10.93,Dessert,Panera Bread,33,109,3
9380,User9380,44,Male,Bandung,Jakarta,7.83,Beverage,Dunkin' Donuts,31,178,8
9381,User9381,22,Female,Surabaya,Surabaya,29.9,Fast Food,Sonic Drive-In,42,447,11
9382,User9382,19,Male,Surabaya,Surabaya,50.03,Healthy,Pizza Hut,54,283,11
9383,User9383,43,Male,Surabaya,Surabaya,31.63,Beverage,Panda Express,31,376,2
9384,User9384,42,Male,Jakarta,Bandung,58.87,Beverage,Domino's Pizza,51,137,19
9385,User9385,64,Female,Surabaya,Surabaya,19.11,Healthy,McDonald's,27,215,16
9386,User9386,54,Male,Jakarta,Bandung,14.92,Fast Food,Subway,21,292,19
9387,User9387,56,Male,Jakarta,Jakarta,55.34,Beverage,McDonald's,41,76,5
9388,User9388,36,Male,Surabaya,Jakarta,44.53,Fast Food,Popeyes,57,247,2
9389,User9389,60,Female,Jakarta,Surabaya,23.39,Fast Food,Panda Express,55,371,9
9390,User9390,33,Female,Bandung,Bandung,85.99,Healthy,Subway,40,460,16
9391,User9391,58,Male,Jakarta,Surabaya,37.08,Dessert,Domino's Pizza,32,173,13
9392,User9392,57,Male,Jakarta,Bandung,98.18,Fast Food,Chick-fil-A,30,198,12
9393,User9393,18,Female,Bandung,Jakarta,64.1,Healthy,Subway,57,433,16
9394,User9394,30,Male,Bandung,Bandung,83.09,Healthy,Panda Express,58,57,16
9395,User9395,19,Female,Jakarta,Bandung,67.3,Fast Food,Arby's,53,229,18
9396,User9396,66,Male,Jakarta,Bandung,57.95,Beverage,Subway,43,345,17
9397,User9397,51,Male,Jakarta,Surabaya,59.5,Fast Food,Subway,59,404,5
9398,User9398,29,Female,Surabaya,Bandung,39.13,Dessert,Taco Bell,28,196,19
9399,User9399,57,Female,Surabaya,Bandung,85.79,Dessert,Dunkin' Donuts,45,159,17
9400,User9400,29,Male,Jakarta,Jakarta,44.9,Beverage,Sonic Drive-In,33,18,1
9401,User9401,61,Male,Surabaya,Jakarta,32.82,Fast Food,Dunkin' Donuts,24,231,7
9402,User9402,20,Male,Bandung,Bandung,67.3,Beverage,Five Guys,47,387,9
9403,User9403,45,Female,Surabaya,Bandung,92.11,Dessert,Chick-fil-A,15,345,18
9404,User9404,38,Female,Surabaya,Jakarta,73.4,Beverage,Panera Bread,35,477,10
9405,User9405,18,Female,Surabaya,Bandung,79.98,Healthy,Subway,34,262,3
9406,User9406,43,Female,Bandung,Jakarta,32.71,Beverage,Little Caesars,17,388,1
9407,User9407,54,Female,Surabaya,Jakarta,10.42,Dessert,Taco Bell,19,156,7
9408,User9408,51,Male,Jakarta,Surabaya,35.99,Fast Food,Pizza Hut,19,124,3
9409,User9409,18,Female,Surabaya,Jakarta,21.02,Dessert,Wendy's,50,247,1
9410,User9410,52,Female,Bandung,Surabaya,31.55,Fast Food,Chipotle,41,163,16
9411,User9411,34,Male,Surabaya,Surabaya,11.79,Dessert,Dunkin' Donuts,40,189,10
9412,User9412,42,Male,Bandung,Surabaya,77.82,Fast Food,Sonic Drive-In,41,441,8
9413,User9413,41,Female,Surabaya,Surabaya,48.33,Beverage,Dunkin' Donuts,49,1,18
9414,User9414,39,Male,Bandung,Bandung,17.07,Dessert,Burger King,53,258,11
9415,User9415,43,Male,Bandung,Jakarta,6.52,Beverage,Starbucks,25,450,18
9416,User9416,63,Male,Bandung,Surabaya,81.49,Healthy,Jack in the Box,29,350,1
9417,User9417,34,Male,Surabaya,Bandung,57.31,Dessert,Chick-fil-A,21,330,10
9418,User9418,46,Female,Jakarta,Jakarta,21.24,Beverage,Sonic Drive-In,22,390,6
9419,User9419,37,Male,Jakarta,Bandung,98.27,Healthy,Domino's Pizza,45,195,1
9420,User9420,23,Male,Jakarta,Bandung,40.71,Dessert,Dunkin' Donuts,57,339,1
9421,User9421,30,Female,Surabaya,Bandung,48.16,Beverage,Chipotle,43,370,17
9422,User9422,20,Male,Bandung,Surabaya,85.29,Healthy,Wendy's,51,483,11
9423,User9423,61,Female,Surabaya,Bandung,20.04,Healthy,Chick-fil-A,33,241,11
9424,User9424,67,Male,Surabaya,Surabaya,53.77,Dessert,Chipotle,25,168,7
9425,User9425,52,Male,Bandung,Surabaya,35.88,Beverage,Dunkin' Donuts,54,50,5
9426,User9426,40,Male,Surabaya,Jakarta,27.71,Fast Food,KFC,29,158,6
9427,User9427,52,Male,Bandung,Surabaya,77.37,Healthy,Subway,59,11,8
9428,User9428,23,Female,Jakarta,Bandung,10.07,Healthy,Subway,35,24,0
9429,User9429,49,Female,Surabaya,Bandung,67.56,Healthy,Jack in the Box,19,96,8
9430,User9430,58,Female,Surabaya,Surabaya,77.19,Fast Food,Wendy's,21,346,17
9431,User9431,37,Male,Jakarta,Surabaya,83.03,Healthy,Five Guys,23,481,6
9432,User9432,56,Male,Bandung,Bandung,94.35,Fast Food,Burger King,23,454,4
9433,User9433,54,Male,Surabaya,Jakarta,63.06,Beverage,Wendy's,29,432,10
9434,User9434,41,Female,Jakarta,Jakarta,56.29,Fast Food,Taco Bell,52,466,6
9435,User9435,42,Male,Surabaya,Bandung,30.25,Dessert,Wendy's,50,464,10
9436,User9436,57,Male,Jakarta,Jakarta,78.53,Dessert,McDonald's,44,123,6
9437,User9437,27,Female,Jakarta,Jakarta,39.41,Fast Food,Dunkin' Donuts,58,100,11
9438,User9438,62,Male,Jakarta,Surabaya,83.88,Fast Food,Dunkin' Donuts,17,268,16
9439,User9439,40,Female,Jakarta,Jakarta,29.76,Beverage,Popeyes,56,195,10
9440,User9440,36,Male,Bandung,Surabaya,70.91,Healthy,Wendy's,40,363,2
9441,User9441,65,Male,Jakarta,Surabaya,41.26,Fast Food,Panda Express,26,80,16
9442,User9442,67,Male,Jakarta,Jakarta,9.66,Beverage,Wendy's,36,314,16
9443,User9443,51,Male,Surabaya,Bandung,76.17,Healthy,Panda Express,33,477,15
9444,User9444,64,Male,Bandung,Jakarta,56.49,Beverage,Chick-fil-A,26,62,3
9445,User9445,35,Female,Surabaya,Jakarta,57.01,Dessert,Little Caesars,49,461,11
9446,User9446,46,Male,Bandung,Surabaya,69.18,Healthy,Starbucks,33,308,8
9447,User9447,31,Female,Surabaya,Bandung,57.77,Dessert,Chipotle,19,80,15
9448,User9448,31,Male,Surabaya,Jakarta,21.79,Dessert,Subway,46,217,6
9449,User9449,43,Female,Jakarta,Bandung,30.54,Beverage,Burger King,31,206,0
9450,User9450,52,Male,Surabaya,Surabaya,58.68,Healthy,Taco Bell,36,461,6
9451,User9451,31,Female,Jakarta,Jakarta,39.9,Fast Food,Sonic Drive-In,32,294,13
9452,User9452,44,Male,Surabaya,Surabaya,41.14,Beverage,Domino's Pizza,32,291,18
9453,User9453,51,Male,Bandung,Jakarta,60.15,Healthy,Arby's,54,330,18
9454,User9454,35,Female,Bandung,Surabaya,59.02,Healthy,KFC,35,311,6
9455,User9455,67,Female,Jakarta,Jakarta,57.03,Beverage,Panda Express,20,441,14
9456,User9456,43,Female,Jakarta,Surabaya,82.85,Dessert,McDonald's,15,8,10
9457,User9457,61,Male,Jakarta,Surabaya,71.27,Fast Food,Jack in the Box,20,400,11
9458,User9458,66,Female,Bandung,Bandung,21.81,Healthy,Five Guys,58,470,1
9459,User9459,65,Male,Surabaya,Jakarta,25.44,Dessert,Wendy's,43,290,16
9460,User9460,63,Male,Surabaya,Bandung,59.23,Healthy,Starbucks,59,199,4
9461,User9461,60,Male,Bandung,Surabaya,50.06,Fast Food,Domino's Pizza,29,144,0
9462,User9462,54,Male,Surabaya,Surabaya,48.91,Dessert,Domino's Pizza,21,215,3
9463,User9463,47,Male,Surabaya,Surabaya,22.08,Beverage,Five Guys,27,87,9
9464,User9464,24,Female,Jakarta,Surabaya,96.01,Dessert,Chipotle,50,435,2
9465,User9465,58,Female,Bandung,Surabaya,78.38,Dessert,Burger King,25,488,12
9466,User9466,34,Female,Jakarta,Surabaya,39.55,Dessert,Wendy's,42,4,8
9467,User9467,47,Female,Surabaya,Bandung,21.57,Dessert,Chick-fil-A,45,257,8
9468,User9468,21,Female,Jakarta,Jakarta,5.21,Fast Food,Chipotle,52,433,14
9469,User9469,32,Male,Bandung,Surabaya,67.89,Fast Food,Subway,23,10,9
9470,User9470,37,Male,Surabaya,Jakarta,15.89,Dessert,Panera Bread,34,446,12
9471,User9471,46,Male,Bandung,Jakarta,39.02,Beverage,Five Guys,54,397,8
9472,User9472,64,Female,Bandung,Surabaya,66.14,Fast Food,Panera Bread,45,499,16
9473,User9473,53,Female,Jakarta,Surabaya,85.53,Fast Food,Five Guys,25,138,1
9474,User9474,53,Male,Jakarta,Bandung,30.76,Fast Food,Starbucks,16,277,13
9475,User9475,51,Male,Bandung,Surabaya,20.74,Healthy,Subway,24,19,19
9476,User9476,27,Female,Surabaya,Surabaya,13.6,Healthy,Arby's,39,311,1
9477,User9477,55,Female,Surabaya,Jakarta,76.64,Beverage,Little Caesars,37,411,6
9478,User9478,47,Male,Surabaya,Jakarta,8.63,Dessert,Arby's,33,121,10
9479,User9479,69,Male,Surabaya,Jakarta,63,Fast Food,Subway,34,278,12
9480,User9480,20,Female,Bandung,Surabaya,98.23,Dessert,Burger King,17,20,2
9481,User9481,68,Male,Jakarta,Bandung,71.47,Healthy,KFC,21,244,12
9482,User9482,32,Female,Jakarta,Surabaya,17.57,Beverage,Five Guys,30,210,16
9483,User9483,25,Male,Surabaya,Surabaya,78.75,Fast Food,Starbucks,26,419,8
9484,User9484,19,Male,Jakarta,Surabaya,78.82,Fast Food,Popeyes,26,176,14
9485,User9485,60,Male,Bandung,Surabaya,58.99,Beverage,McDonald's,58,490,10
9486,User9486,63,Female,Surabaya,Bandung,95.79,Fast Food,Domino's Pizza,23,95,10
9487,User9487,28,Male,Surabaya,Surabaya,24.61,Fast Food,Panera Bread,21,222,3
9488,User9488,59,Female,Bandung,Jakarta,42.45,Fast Food,Domino's Pizza,24,2,2
9489,User9489,32,Male,Jakarta,Jakarta,88.28,Dessert,Panda Express,31,386,5
9490,User9490,20,Female,Jakarta,Bandung,59.62,Fast Food,Subway,50,86,5
9491,User9491,38,Male,Jakarta,Surabaya,63.98,Fast Food,Subway,27,134,15
9492,User9492,46,Female,Bandung,Bandung,7.87,Dessert,Dunkin' Donuts,56,13,19
9493,User9493,66,Male,Jakarta,Surabaya,81.55,Healthy,Jack in the Box,58,197,15
9494,User9494,55,Female,Bandung,Bandung,10.64,Beverage,Arby's,30,242,18
9495,User9495,60,Male,Bandung,Jakarta,28.74,Beverage,Sonic Drive-In,50,126,17
9496,User9496,24,Female,Jakarta,Jakarta,71.01,Fast Food,Panera Bread,24,11,1
9497,User9497,62,Female,Bandung,Bandung,34.06,Dessert,Jack in the Box,41,145,6
9498,User9498,30,Male,Bandung,Surabaya,8.1,Fast Food,Taco Bell,39,108,19
9499,User9499,24,Male,Bandung,Jakarta,41.89,Healthy,Dunkin' Donuts,27,399,19
9500,User9500,65,Male,Jakarta,Jakarta,49.44,Dessert,Jack in the Box,19,382,0
9501,User9501,29,Male,Surabaya,Surabaya,68.38,Dessert,Arby's,15,87,2
9502,User9502,40,Male,Surabaya,Bandung,88.52,Beverage,Popeyes,29,299,13
9503,User9503,40,Male,Surabaya,Bandung,35.85,Dessert,Chick-fil-A,20,264,0
9504,User9504,40,Male,Surabaya,Surabaya,57.85,Beverage,Subway,52,497,7
9505,User9505,67,Male,Surabaya,Surabaya,69.1,Beverage,Chick-fil-A,19,498,12
9506,User9506,52,Female,Surabaya,Jakarta,39.36,Fast Food,Subway,49,470,18
9507,User9507,33,Female,Jakarta,Jakarta,99.73,Beverage,McDonald's,31,407,8
9508,User9508,46,Female,Bandung,Surabaya,55.14,Healthy,Panera Bread,54,8,7
9509,User9509,42,Female,Jakarta,Jakarta,83.61,Healthy,Pizza Hut,38,208,10
9510,User9510,69,Male,Surabaya,Bandung,98.65,Beverage,KFC,21,5,4
9511,User9511,29,Male,Surabaya,Jakarta,91.71,Beverage,Five Guys,46,228,17
